Error_cv_ridge,Error_cv_ridge_c,Error_cv_ridge_c_r,Error_cv_ridge_c_s,Error_te_ridge
0.8441812215483361,0.8473158123183641,2.468014051461055,0.7280607625028729,0.8703827587335901
0.9928646311948606,0.9971653608439739,3.3293650267947195,0.8362776193092663,0.9042201857561127
0.8864957438511144,0.8898655449483396,2.67245619413215,0.7471984563571769,0.9515725170889312
0.936554711239277,0.9405262281230719,3.0485280802227512,0.7958460994469717,1.0213698417576216
0.8978410947887194,0.9014455832438664,2.7671581346854044,0.764801945972374,0.9189173646341386
0.8850676560802254,0.8886397898986625,2.7266145691133747,0.7440498516964454,0.91442590259601
0.9290428600239506,0.932908594593949,3.0020801169013716,0.7775991849410562,0.9777497200058557
0.9577627021429101,0.9613584164227392,2.754209438603181,0.818394022804024,1.0196055265051231
0.8640910473874135,0.8672714229858278,2.5890072248796967,0.7422306619980554,0.9041880786084248
0.7447256305758364,0.7465058872125201,1.6366722388671606,0.675729890524678,0.7081605671899224
0.8464809898579058,0.8493803444215291,2.3709311689134216,0.7264470763749196,0.7950951923554554
0.794885876570827,0.7974336382749606,2.136227849060009,0.6945852457237528,0.8820992687344131
1.0057924607240547,1.0103285609092671,3.3731588678160147,0.8271185818260582,1.0091739332885823
0.7677454602508786,0.7699062940331454,1.9094123031907786,0.6815917216200997,0.7220958809224037
0.9234879060547324,0.9274955447716594,2.9588411509947505,0.7749962872101276,1.0575906994015571
0.7906890569475458,0.792947097556091,2.018654866900168,0.7042900776574548,0.7640929376588075
0.9560004477085494,0.960216362646309,3.1950823488481244,0.7962461718680239,0.9855045296860397
0.7946813234082041,0.7965497108254905,1.7714581402815406,0.7153210077805131,0.8507975590299596
0.9555761024460286,0.9596208579536815,3.006493913332114,0.8019127527907989,0.9751308186146654
0.9283177487171718,0.9320751903704741,2.936007435300718,0.7892041647566707,0.9003992915100093
0.9440673300934195,0.9476876959637126,2.9003699673479675,0.8091658818564615,0.9038752099665837
0.8575106833227684,0.8604975481577664,2.400644924611577,0.7392388496041418,0.8937240841462751
0.8976953700951564,0.9019374589125286,3.2459277103290507,0.7428859100223977,1.042505030990963
0.9102383716871061,0.9136832914171751,2.74244163862323,0.7661878758476199,1.0341987291440573
0.6398361372144844,0.6413363537194319,1.4169232125905777,0.5817787426682747,0.5996499080069179
0.8535346553197213,0.8565391747713019,2.458239701319346,0.726316276452882,0.9250497255697667
0.8763539530686788,0.8790975528435194,2.3348132071935934,0.7672715991677455,0.8166004909057565
0.882902704255009,0.886456483423339,2.7227621650191054,0.7280488324228129,0.9111633305724884
0.9707909126960163,0.9752155545231381,3.2765930308496927,0.8097460917903568,0.9591688795163446
0.8785094271887804,0.8811962024631513,2.209598899541402,0.7750165325050394,0.8260201026381567
0.8329100776246596,0.8353007618415176,2.162697226168052,0.747839069861675,0.829396733565647
1.0051349910924634,1.00922780822952,3.3088706251431095,0.8569212253529457,0.8906817335845066
1.000739152536734,1.0055074654580645,3.463033289019574,0.8011661088782918,1.0395598534709074
0.9702822227557456,0.9743164710963607,3.1058216688845355,0.824746735115642,1.0648253426643408
0.8975093045200192,0.9016884823892267,3.1137797708703356,0.739200944625077,0.8743684191338539
0.9961278201554623,1.000591292321197,3.2349574669870584,0.8270169769024932,0.9156202591210832
0.8126705820357419,0.8152905141758641,2.155624875684056,0.7146642550717525,0.8901277639331897
0.9949889305506694,0.9991337046593058,3.1685473297401945,0.8446420779728887,0.8768170461062569
0.9662380590405133,0.9706874717214327,3.254882148549796,0.7827063175213429,0.8849927088848876
0.9890183770465699,0.9938952919093216,3.5885453791856756,0.8047105203929943,0.9222049274367309
0.9754649075579614,0.979523369760828,3.1943948807456994,0.8328062329010174,1.0715778817308457
0.8362735369527907,0.8384931050521467,1.9813813881939333,0.7540065208099895,0.8959082393684452
0.8565997471987468,0.8595939120053253,2.537879131366773,0.7265169397595035,0.9073360770141398
0.986568232716968,0.9904407284791306,2.9823839000676617,0.8361051734536429,0.9862680595197155
0.7307179885062431,0.732337192550699,1.584367719984746,0.6732668797696285,0.7629078368687391
0.9370408336439765,0.9407776225732422,2.8471122201958377,0.7898152722407908,0.8505653433454905
1.0592992993367896,1.064076394651756,3.5734957352180876,0.8753900667496912,0.8458642703320227
0.7979693079087508,0.8006312791874969,2.1861425621167427,0.6960356192256981,0.6858815995653181
0.9059075227569233,0.9093811503900506,2.665890994829866,0.7745546687409888,0.9477054144212694
0.7990854649745773,0.8017387231374771,2.206504767792028,0.6975651105970431,0.6936493926663972
