Error_cv_wls,Error_cv_wls_c,Error_cv_wls_c_r,Error_cv_wls_c_s,Error_te_wls
351871.00397718424,351872.94938383106,-1.4681074675658422e+16,351873.577768123,139598.55096612935
1804.6631263290067,1816.1235924004031,2.737010154379341e+16,1816.4244289679752,26774.29395376595
10150.303190002305,10121.648914213953,1.946441998563948e+16,10129.645774969684,55992.66487101103
99898.99736854457,100024.53693207818,3.38769744019766e+17,100046.26075492687,4842556.795667979
52872216.751465745,52872037.58613392,2.7546396452635885e+17,52872045.07651554,40946185.205948845
2207753.5906325975,2207780.437488945,820677982358282.8,2207780.7598264934,1620.7061039695193
40443.45814649104,40435.76547537136,40435.99297550319,40435.7553342096,1.3084213267442995
1440.6162543273722,1436.0433386062832,3661967249284439.0,1436.8168162134284,1943.2544900355585
221855.58766298194,221856.06774156488,141029294797.05774,221856.05120135032,0.9800152624259874
1161115.0973124013,1161117.6805549653,3.5703140803395664e+16,1161117.8832952373,89240.32660666874
163967.54887763204,163961.87173691628,-91255343472020.14,163961.85440784573,16.738422293442564
4.2402568749601126e+26,4.240256874960116e+26,4.240256874959963e+26,4.240256874960116e+26,1.1435091181297212
73158.99626917917,73150.56508659876,-987966044261000.4,73150.47856607259,5060.927907171069
1.3546524829385448e+28,1.3546524829385448e+28,1.3546524829382425e+28,1.3546524829385448e+28,157500.40502188503
38848.683887150684,38849.27567664699,-1.3691809650752334e+16,38849.41520474257,10822.622487491602
5.791101369173015e+25,5.791101369173287e+25,5.791101369043929e+25,5.791101369173287e+25,52.136623852394074
13492070.204016732,13492072.038580228,2869503127707575.5,13492071.928601462,633.8752122246475
1680.3369820089806,1680.031437919913,107562902097480.58,1680.101171809769,86.89139954547387
4.460814860703375e+28,4.460814860703375e+28,4.460814860703375e+28,4.460814860703375e+28,0.7467636109866356
4.4052684255243145e+32,4.4052684255243145e+32,4.405268425524315e+32,4.4052684255243145e+32,1575208.3742184774
450205.90720054886,450201.88309985946,-66387612729942.15,450201.8692147741,4.7743904570752305
35744541.09455651,35744594.0282363,3682802738144298.0,35744593.816692755,11468.92116202811
212633.99875989952,212632.1257062739,-3.3832648241109704e+16,212632.21039729856,3070.998068163559
497388.0645611959,497399.014959828,3042617507511948.5,497398.8363330647,12304.852229769935
44723.90160398137,44728.942307175996,-2334153341467279.5,44728.8734813343,8180.866966876118
4.944534546502272e+34,4.944534546502272e+34,4.944534546502272e+34,4.944534546502272e+34,122397.37672807662
5228.979726181139,5232.2795244426725,-1931340268845104.2,5231.955125737407,4706.5856771612625
10609659.125408467,10609662.22153772,7467047119877133.0,10609662.531223081,555517.47541063
8701.949711835368,8702.547736097102,8702.715928572967,8702.536829686498,1.9200625511960814
38437.91653143037,38435.668182378075,5.975137958211947e+16,38435.53658254134,712.7812603037078
5575.220127494731,5577.211225767706,2706505739877965.0,5577.194695915004,355.56992848511214
840.1438862341017,813.6260316658197,-2.891033473504401e+16,810.8457498167068,160065.3593845059
9253.258246688583,9347.416926949298,3.794392105968637e+16,9344.689474426876,1992743.4528819814
56434.61327296286,56436.34946586057,-41025899478783.19,56436.32293890973,11.176550836294098
58376.97714240552,58376.90395193564,-30319688944418.125,58376.888819844564,1.6884753242660178
42953.82088430691,42953.043446270785,8016715111196.665,42953.00983913036,426.6180786458988
4892.819544179822,4895.139601262172,5.928530435656335e+16,4895.625356718831,2459.080405549737
86424.13773633794,86425.61235026711,-12757235660926.291,86425.53162470515,30.493250433728782
99863.38297032428,99862.98397445348,5353266999951.839,99862.97858082807,1.0342728033085538
66372719.97351462,66372709.93158949,-1.8090498441756692e+16,66372709.60846121,175109.19179451518
1867.9983610965053,1868.249158513013,31651147992123.65,1868.2104272456882,9.371397869898377
610410.6745451816,610419.3700988677,6978790277941.757,610419.3670068783,2.5384616270211393
27571416.555433597,27571490.49238858,1078274822950374.5,27571490.737004098,34054.30013817299
7984597.035598334,7984623.762330789,-46726909070905.73,7984623.762665893,49.689986077234224
8.458453838225746e+35,8.458453838225746e+35,8.458453838225746e+35,8.458453838225746e+35,1.1463523244937786
1485953.933113698,1485957.5395110664,753781778075503.2,1485957.5313403828,54.11527396557164
197415.3137828589,197414.6108583718,-509999416448312.44,197414.60758005615,2.0661041985190547
16724.48240743336,16637.240735807816,-4295124433719871.0,16633.00176595092,1023594.1408999409
385534.4700801063,385535.6303386456,385535.78377205314,385535.61886371695,0.9657945099892656
75716500.32004751,-19741885197607.324,-8152008729772574.0,-76829531449672.36,6.520287802236901e+31
13305.63723333255,13305.225480692397,-24178531285409.344,13305.203911088998,1.1928676825376334
226364.55285288556,226354.36491277147,4.527239447975156e+16,226354.5116659149,6718.663034185963
889.3494906658383,889.0549634037047,-738670140920.3677,889.0567553144151,21.334463622646275
490346872.98978525,490346883.4297366,-621267556629179.8,490346883.370228,4221.7048336831185
266011.8736961077,266009.93432418845,-4167309215265561.5,266010.1185600596,1763.6846160687385
929687.0632495173,929584.4115561158,4.6414250643033446e+17,929575.1545333113,40460417.02255338
324282.3921128025,324338.5992839971,4.245514773292865e+16,324332.5537806264,72959340.9292162
485161824.90800464,485161736.08873504,556006046680480.6,485161736.12445956,573.2155918044261
79111.27712620278,79105.02791156684,4006370586117748.0,79104.9113033323,38131.73542903301
2.8142463541193517e+31,2.8142463541193517e+31,2.8142463541193517e+31,2.8142463541193517e+31,297.60580398950225
154300.7040802888,154296.2398817075,154296.42459074938,154296.24081514028,0.9624887592880077
1402416.352620251,1402419.581211293,1.6769192281376418e+16,1402419.6397641222,12598.795960988913
50554770.92021768,50554752.56489103,-287091029087402.9,50554752.52923144,67.2695178784018
6476.780884074902,6475.744393773289,-130674438693742.97,6475.715295829639,6.207596363529135
2754156.770910171,2754152.3903963864,3.5853468541945588e+16,2754153.4013649384,478271.8780809044
21276563.32561496,21276586.78470957,-1.618600623867175e+16,21276586.04701023,87520.46494223835
852518.9262076032,852531.9854718402,-1.0224916330835908e+16,852538.9238945092,392814.44473704626
214607.27312292834,214608.60115105257,-1044093593259958.2,214608.9507565069,7764.0098297323675
