Error_cv_ols,Error_cv_ols_c,Error_cv_ols_c_r,Error_cv_ols_c_s,Error_te_ols
1.6642739616199045e+191,1.6642739616199045e+191,1.6642739616199045e+191,1.6642739616199045e+191,0.68757656216452
2.518834951982298e+123,2.518834951982298e+123,2.518834951982298e+123,2.518834951982298e+123,0.7951903817918129
1.0574318381647252e+183,1.0574318381647252e+183,1.0574318381647252e+183,1.0574318381647252e+183,0.7979057729918047
1.523493829983417e+124,1.523493829983417e+124,1.523493829983417e+124,1.523493829983417e+124,0.7801377302528446
3.4198859499963585e+165,3.4198859499963585e+165,3.4198859499963585e+165,3.4198859499963585e+165,0.7300766366850914
4.7607399473484044e+150,4.7607399473484044e+150,4.7607399473484044e+150,4.7607399473484044e+150,0.9000587494926354
5.228066952765429e+154,5.228066952765429e+154,5.228066952765429e+154,5.228066952765429e+154,0.8315788805880019
2.186083908100342e+66,2.186083908100342e+66,2.186083908100342e+66,2.186083908100342e+66,0.935161219179076
2.2367567701924483e+187,2.2367567701924483e+187,2.2367567701924483e+187,2.2367567701924483e+187,3.2096314495573216e+126
1.9289696047310958e+156,1.9289696047310958e+156,1.9289696047310958e+156,1.9289696047310958e+156,0.7784064691532905
1.0236185968600664e+157,1.0236185968600664e+157,1.0236185968600664e+157,1.0236185968600664e+157,9.631236072780729e+188
2.634434553315672e+155,2.634434553315672e+155,2.634434553315672e+155,2.634434553315672e+155,0.8465112482783199
3.5712017656199504e+156,3.5712017656199504e+156,3.5712017656199504e+156,3.5712017656199504e+156,0.7331469478543559
4.653916710034829e+159,4.653916710034829e+159,4.653916710034829e+159,4.653916710034829e+159,0.7545845826721223
1.6261814750116934e+154,1.6261814750116934e+154,1.6261814750116934e+154,1.6261814750116934e+154,1.522078789423201e+155
4.427633725287888e+96,4.427633725287888e+96,4.427633725287888e+96,4.427633725287888e+96,0.8470046183751974
0.8537377799275602,-1.854764863694596e+82,4.462605362248889e+85,-7.507023857689645e+67,3.83774926020315e+183
1.9509929764316824e+165,1.9509929764316824e+165,1.9509929764316824e+165,1.9509929764316824e+165,1.536293573040768e+165
2.7236762247036476e+123,2.7236762247036476e+123,2.7236762247036476e+123,2.7236762247036476e+123,4.4951396076218e+153
5.188047768774e+155,5.188047768774e+155,5.188047768774e+155,5.188047768774e+155,9.552208118481979e+99
8.375026719113229e+184,8.375026719113229e+184,8.375026719113229e+184,8.375026719113229e+184,2.8290737987178096e+154
2.3204185536597873e+186,2.3204185536597873e+186,2.3204185536597873e+186,2.3204185536597873e+186,0.8719121868970339
6.8841616565121475e+128,6.8841616565121475e+128,6.8841616565121475e+128,6.8841616565121475e+128,0.8466161856113033
4.14281717318484e+125,4.14281717318484e+125,4.14281717318484e+125,4.14281717318484e+125,0.7963204104259941
5.616431157849198e+155,5.616431157849198e+155,5.616431157849198e+155,5.616431157849198e+155,0.7658863557603188
0.8325834417150667,0.8325834417148357,0.8325834417335162,0.8325834417121014,0.8696883841406984
2.7857037527719752e+155,2.7857037527719752e+155,2.7857037527719752e+155,2.7857037527719752e+155,0.8600077695399607
2.1069807784762322e+159,2.1069807784762322e+159,2.1069807784762322e+159,2.1069807784762322e+159,0.8163181558315362
1.222917569243137e+157,1.222917569243137e+157,1.222917569243137e+157,1.222917569243137e+157,0.8139805882764644
0.8367348011134116,0.8367348011137989,0.8367348011303053,0.8367348011114883,0.795626466647081
4.107280751229473e+130,4.107280751229473e+130,4.107280751229473e+130,4.107280751229473e+130,0.718762426121246
4.03660208405352e+128,4.03660208405352e+128,4.03660208405352e+128,4.03660208405352e+128,0.8501312376464906
7.065825304197151e+153,7.065825304197151e+153,7.065825304197151e+153,7.065825304197151e+153,0.8254574744186198
4.0212171078984784e+122,4.0212171078984784e+122,4.0212171078984784e+122,4.0212171078984784e+122,7.231065993439381e+129
0.900987038876716,-7.058261811517803e+84,3.700087432649327e+85,1.1503292254059373e+72,4.731377735089703e+191
0.8611892218808975,0.8611892218810724,0.8611892218977765,0.8611892218792331,0.8428631391915234
2.934148261905642e+155,2.934148261905642e+155,2.934148261905642e+155,2.934148261905642e+155,0.748960915519767
2.6194435305868346e+155,2.6194435305868346e+155,2.6194435305868346e+155,2.6194435305868346e+155,0.8600586577051071
1.3377585435496715e+157,1.3377585435496715e+157,1.3377585435496715e+157,1.3377585435496715e+157,0.7849845423451693
1.1500202987190015e+96,1.1500202987190015e+96,1.1500202987190015e+96,1.1500202987190015e+96,0.8374798421498574
3.82143764926121e+155,3.82143764926121e+155,3.82143764926121e+155,3.82143764926121e+155,4.67768389455406e+158
5.698698097242447e+151,5.698698097242447e+151,5.698698097242447e+151,5.698698097242447e+151,0.9323706817070972
9.522392581377368e+156,9.522392581377368e+156,9.522392581377368e+156,9.522392581377368e+156,0.8563450962474903
2.0078772004407912e+130,2.0078772004407912e+130,2.0078772004407912e+130,2.0078772004407912e+130,0.7776323598669286
5.805630830923888e+155,5.805630830923888e+155,5.805630830923888e+155,5.805630830923888e+155,0.8144551185101783
1.185419542551059e+125,1.185419542551059e+125,1.185419542551059e+125,1.185419542551059e+125,0.8690987214748195
2.4341718571871008e+157,2.4341718571871008e+157,2.4341718571871008e+157,2.4341718571871008e+157,0.8239780680693016
1.7872468466926124e+157,1.7872468466926124e+157,1.7872468466926124e+157,1.7872468466926124e+157,0.893058957298567
0.9402021368648096,0.9402021368641601,0.9402021368973367,0.940202136861332,0.8608996687152953
1.296423182158873e+128,1.296423182158873e+128,1.296423182158873e+128,1.296423182158873e+128,0.7807985800738336
2.6103765188862273e+151,2.6103765188862273e+151,2.6103765188862273e+151,2.6103765188862273e+151,0.8644168415964727
