Error_cv_ridge,Error_cv_ridge_c,Error_cv_ridge_c_r,Error_cv_ridge_c_s,Error_te_ridge
0.6677170424303175,-1.6232146032787095e+84,-1.6232146032787095e+84,-1.6232146032787095e+84,0.6138596589853113
0.7600833871105426,-2.462147863738304e+51,-2.462147863738304e+51,-2.462147863738304e+51,0.6775097572109912
0.6978540098398776,-3.7851718338643316e+80,-3.7851718338643316e+80,-3.7851718338643316e+80,0.6656755484404683
0.7300899499790119,-2.5652115101949777e+51,-2.5652115101949777e+51,-2.5652115101949777e+51,0.6669661846793096
0.6340717681124509,-1.0779735806557938e+72,-1.0779735806557938e+72,-1.0779735806557938e+72,0.6431709792003026
0.6957028631022045,1.543846158019153e+64,1.543846158019153e+64,1.543846158019153e+64,0.7567983310835771
0.698869232714399,2.0760792992810856e+65,2.0760792992810856e+65,2.0760792992810856e+65,0.688576959297878
0.7726895070531862,2.665963661366537e+22,2.665963661366537e+22,2.665963661366537e+22,0.7640402097462626
0.7187914275431999,2.0511050629829688e+82,2.0511050629829688e+82,2.0511050629829688e+82,0.7605333854632274
0.6610305931495446,-6.2680177873758675e+66,-6.2680177873758675e+66,-6.2680177873758675e+66,0.6563039123189283
0.7646894497619499,2.757086357911795e+83,-7.199897986139376e+66,-7.199897986139376e+66,0.6843646017121873
0.7415918123627321,4.779435659457197e+66,4.779435659457197e+66,4.779435659457197e+66,0.7054844476149276
0.6432088253645978,2.9479995582153338e+68,2.9479995582153338e+68,2.9479995582153338e+68,0.6800630652807166
0.6722888008977594,8.286230992560545e+68,8.286230992560545e+68,8.286230992560545e+68,0.6608430486384684
0.7143885881960564,5.1853147981634387e+67,3.421571601657008e+66,3.421571601657008e+66,0.7046356532273143
0.7463222790326343,-6.781245353962869e+37,-6.781245353962869e+37,-6.781245353962869e+37,0.7253190518991812
0.7111687894863065,-1.854764863694596e+82,0.7111687895113382,0.7111687894868001,0.7123142702066637
0.6969036529316828,4.2083368764643213e+71,6.948801991466726e+71,6.948801991466726e+71,0.7706179083123533
0.759847937740153,-3.57904438614995e+67,6.797341606912619e+51,6.797341606912619e+51,0.7757851490807935
0.6603007690186682,2.301523838702787e+66,2.301523838702787e+66,2.301523838702787e+66,0.6741766062286944
0.7682091216885288,-3.204388698725415e+81,-3.2043886987254125e+81,-3.2043886987254125e+81,0.7160923222251936
0.6967235025800026,2.1384683824681906e+82,2.1384683824681906e+82,2.1384683824681906e+82,0.7665469839684131
0.6989475442512767,2.6021703025416575e+54,2.6021703025416575e+54,2.6021703025416575e+54,0.7360444124889113
0.7046227113835151,-7.67531436580983e+52,-7.67531436580983e+52,-7.67531436580983e+52,0.685852171815492
0.7112541680680348,-5.2570334258783305e+66,-5.2570334258783305e+66,-5.2570334258783305e+66,0.6483006474112293
0.6995137154316473,0.6995137154314163,0.6995137154585881,0.6995137154318148,0.7051472206715561
0.7365896538439191,2.5343143731303195e+66,2.5343143731303195e+66,2.5343143731303195e+66,0.687347135368451
0.6775281416335208,1.4591824599827824e+70,1.4591824599827824e+70,1.4591824599827824e+70,0.6981794540289876
0.6943873831227456,-1.2275999632305506e+68,-1.2275999632305506e+68,-1.2275999632305506e+68,0.690526849798603
0.6948386404046963,0.6948386404050837,0.6948386404287135,0.6948386404055177,0.654909823431419
0.6750345791238048,-5.862786248098249e+53,-5.862786248098249e+53,-5.862786248098249e+53,0.6615680198084302
0.7006067231780059,-2.0467359730140704e+54,-2.0467359730140704e+54,-2.0467359730140704e+54,0.701459787142501
0.713566923643858,-2.613187519945703e+66,-2.613187519945703e+66,-2.613187519945703e+66,0.736557062506836
0.7739727068897542,-9.425812475321124e+55,4.812030445521769e+51,4.812030445521769e+51,0.7078941978947577
0.7413328564450556,-7.058261811517803e+84,0.7413328564701729,0.741332856446003,0.8392566442787972
0.7096283085393932,0.709628308539568,0.7096283085638614,0.7096283085406024,0.7545703808064975
0.7247833951857887,-2.0610932303707013e+67,-2.0610932303707013e+67,-2.0610932303707013e+67,0.628600465543806
0.6792663792339917,-1.8576307792204132e+67,-1.8576307792204132e+67,-1.8576307792204132e+67,0.719803593545376
0.6656862473126179,-1.104964617401157e+68,-1.104964617401157e+68,-1.104964617401157e+68,0.6510198380262326
0.6896006889607144,-2.54410165900864e+37,-2.54410165900864e+37,-2.54410165900864e+37,0.7051649666691855
0.6209405513970677,-3.285841302976081e+69,3.5595128465384895e+66,3.5595128465384895e+66,0.7061728527974718
