Error_cv_ols,Error_cv_ols_c,Error_cv_ols_c_r,Error_cv_ols_c_s,Error_te_ols
1.43638441870974e+98,1.43638441870974e+98,1.43638441870974e+98,1.43638441870974e+98,0.8344003611062091
1.5876164533978413e+98,1.5876164533978413e+98,1.5876164533978413e+98,1.5876164533978413e+98,3.636521897381749e+34
3.28283762038191e+98,3.28283762038191e+98,3.28283762038191e+98,3.28283762038191e+98,5.8001924129817965e+32
2.5414298663394193e+96,2.5414298663394193e+96,2.5414298663394193e+96,2.5414298663394193e+96,6.30004508132266e+97
2.4689368983550847e+98,2.4689368983550847e+98,2.4689368983550847e+98,2.4689368983550847e+98,3.539900020126554e+100
3.4229058409501396e+95,3.4229058409501396e+95,3.4229058409501396e+95,3.4229058409501396e+95,4183960.058983975
3.711609394126613e+37,3.711609394126613e+37,3.711609394126613e+37,3.711609394126613e+37,170256607.0179622
2.0547639280095818e+35,2.0547639280095818e+35,2.0547639280095796e+35,2.0547639280095818e+35,16563699.09105626
1.4055206472746347e+98,1.4055206472746347e+98,1.4055206472746347e+98,1.4055206472746347e+98,1.468280107854817e+99
1.888850388458088e+98,1.888850388458088e+98,1.888850388458088e+98,1.888850388458088e+98,8.948227787245901e+34
4.281853873293676e+98,4.281853873293676e+98,4.281853873293676e+98,4.281853873293676e+98,452655.7119349222
9.114685857226252e+36,9.114685857226252e+36,9.114685857226252e+36,9.114685857226252e+36,38435.046820189906
1.3378595211506418e+95,1.3378595211506418e+95,1.3378595211506418e+95,1.3378595211506418e+95,4.955169816220328e+36
5.427001364828804e+99,5.427001364828804e+99,5.427001364828804e+99,5.427001364828804e+99,4986325.220460041
8.630306790032151e+36,8.630306790032151e+36,8.630306790032151e+36,8.630306790032151e+36,1.0314821822436248e+29
2.794563796066496e+97,2.794563796066496e+97,2.794563796066496e+97,2.794563796066496e+97,81701807.73844102
2.187600580412803e+99,2.187600580412803e+99,2.187600580412803e+99,2.187600580412803e+99,0.8317685347534987
2.5188404670310964e+102,2.5188404670310964e+102,2.5188404670310964e+102,2.5188404670310964e+102,6.546920175758483e+96
3.475322541069463e+96,3.475322541069463e+96,3.475322541069463e+96,3.475322541069463e+96,5010140.283832392
4.2396852164707185e+98,4.2396852164707185e+98,4.2396852164707185e+98,4.2396852164707185e+98,125021.08059403831
4.4042744333783585e+102,4.4042744333783585e+102,4.4042744333783585e+102,4.4042744333783585e+102,5.64364713789195e+92
4.518380348090408e+96,4.518380348090408e+96,4.518380348090408e+96,4.518380348090408e+96,5.90408128009577e+34
4.269796166367093e+97,4.269796166367093e+97,4.269796166367093e+97,4.269796166367093e+97,2.286574650258679e+38
1.015952466224333e+100,1.015952466224333e+100,1.015952466224333e+100,1.015952466224333e+100,8.2919697241092e+31
2.413923072809301e+100,2.413923072809301e+100,2.413923072809301e+100,2.413923072809301e+100,1.1818836529341234e+99
1.6763244743272829e+100,1.6763244743272829e+100,1.6763244743272829e+100,1.6763244743272829e+100,1.6769675095120607e+32
3.5775402463054475e+100,3.5775402463054475e+100,3.5775402463054475e+100,3.5775402463054475e+100,2.3265539659607833e+102
1.589804526555786e+99,1.589804526555786e+99,1.589804526555786e+99,1.589804526555786e+99,1.846986255143025e+103
9.31264312893396e+99,9.31264312893396e+99,9.31264312893396e+99,9.31264312893396e+99,3566539.0671723983
3.884844792734657e+97,3.884844792734657e+97,3.884844792734657e+97,3.884844792734657e+97,0.787136488741345
7.89933256722924e+96,7.89933256722924e+96,7.89933256722924e+96,7.89933256722924e+96,12603.715549992245
1.885957885105508e+97,1.885957885105508e+97,1.885957885105508e+97,1.885957885105508e+97,1.001389141877393e+36
1.163238691146703e+96,1.163238691146703e+96,1.163238691146703e+96,1.163238691146703e+96,1.6148752613311144e+96
9.554648513560708e+36,9.554648513560708e+36,9.554648513560708e+36,9.554648513560708e+36,19377925.623090964
1.611444172820127e+98,1.611444172820127e+98,1.611444172820127e+98,1.611444172820127e+98,1.8616557153382128e+32
1.9522133273629166e+67,1.9522133273629166e+67,1.9522133273629166e+67,1.9522133273629166e+67,1.523528792861795e+33
5.213447802361236e+34,5.213447802361236e+34,5.213447802361236e+34,5.213447802361236e+34,0.7597610369175489
1.7086371326423615e+96,1.7086371326423615e+96,1.7086371326423615e+96,1.7086371326423615e+96,2.981987852279919e+98
2.626697426916633e+67,2.626697426916633e+67,2.626697426916633e+67,2.626697426916633e+67,5.33589665227053e+96
7.368436839512439e+100,7.368436839512439e+100,7.368436839512439e+100,7.368436839512439e+100,7763.008698292121
2.230884274623686e+100,2.230884274623686e+100,2.230884274623686e+100,2.230884274623686e+100,3.929325280246346e+35
1.7001899076633716e+101,1.7001899076633716e+101,1.7001899076633716e+101,1.7001899076633716e+101,6.449386662219288e+35
2.728478088215652e+35,2.728478088215652e+35,2.7285069667960604e+35,2.728478088215652e+35,1.39012500101116e+34
8.947386029371338e+98,8.947386029371338e+98,8.947386029371338e+98,8.947386029371338e+98,506040241.5657649
6.153184031864617e+36,6.153184031864617e+36,6.153184017066185e+36,6.153184031864617e+36,7.576623843233952e+34
8.027179532363775e+96,8.027179532363775e+96,8.027179532363775e+96,8.027179532363775e+96,1.5044672528462204e+36
4.414578997642204e+97,4.414578997642204e+97,4.414578997642204e+97,4.414578997642204e+97,84592.16883080102
2.5649386256595892e+92,2.5649386256595892e+92,2.5649386256595892e+92,2.5649386256595892e+92,55398.544990734044
1.3315270893777466e+100,1.3315270893777466e+100,1.3315270893777466e+100,1.3315270893777466e+100,3.048076464149829e+100
1.8580781964557387e+95,1.8580781964557387e+95,1.8580781964557387e+95,1.8580781964557387e+95,17212228.73984182
8.748824820553646e+64,8.748824820553646e+64,8.748824820553646e+64,8.748824820553646e+64,1.0444581791791535e+34
1.573375211718611e+99,1.573375211718611e+99,1.573375211718611e+99,1.573375211718611e+99,1.5427376552576002e+96
1.9955404395986767e+99,1.9955404395986767e+99,1.9955404395986767e+99,1.9955404395986767e+99,1.0660530451030617e+96
1.8983120316135456e+97,1.8983120316135456e+97,1.8983120316135456e+97,1.8983120316135456e+97,0.7451059129196725
1.928507393347823e+37,1.928507393347823e+37,1.928507393347823e+37,1.928507393347823e+37,19860138.058346204
4.149859926765575e+98,4.149859926765575e+98,4.149859926765575e+98,4.149859926765575e+98,3.54640846464673e+96
6.207943636923555e+96,6.207943636923555e+96,6.207943636923555e+96,6.207943636923555e+96,0.8196804100014973
7.834941286893808e+97,7.834941286893808e+97,7.834941286893808e+97,7.834941286893808e+97,7.14719649983458e+31
6.227042060831772e+94,6.227042060831772e+94,6.227042060831772e+94,6.227042060831772e+94,5.265785187151496e+36
5.726260453738531e+37,5.726260453738531e+37,5.726260453738531e+37,5.726260453738531e+37,191646.86978858654
1.8352551722266625e+101,1.8352551722266625e+101,1.8352551722266625e+101,1.8352551722266625e+101,8.459831543860644e+100
2.6254730344478245e+37,2.6254730344478245e+37,2.625472967328384e+37,2.6254730344478245e+37,1.196458825925159e+30
6.238030162279962e+99,6.238030162279962e+99,6.238030162279962e+99,6.238030162279962e+99,1.4140873319400994e+35
1.2453473046190697e+98,1.2453473046190697e+98,1.2453473046190697e+98,1.2453473046190697e+98,461528.8115374955
1.592984090328714e+92,1.592984090328714e+92,1.592984090328714e+92,1.592984090328714e+92,672028.0067662323
4.539275410383302e+97,4.539275410383302e+97,4.539275410383302e+97,4.539275410383302e+97,2.9119475303544868e+97
7.150775146739124e+95,7.150775146739124e+95,7.150775146739124e+95,7.150775146739124e+95,4.32871798955092e+37
1.8194323165556168e+101,1.8194323165556168e+101,1.8194323165556168e+101,1.8194323165556168e+101,849893.3012311353
3.23536810809543e+95,3.23536810809543e+95,3.23536810809543e+95,3.23536810809543e+95,72987123.14339364
2.022622622872829e+98,2.022622622872829e+98,2.022622622872829e+98,2.022622622872829e+98,11713269.689063588
5.871658983102266e+96,5.871658983102266e+96,5.871658983102266e+96,5.871658983102266e+96,1.7782054373398713e+36
4.395459134983081e+101,4.395459134983081e+101,4.395459134983081e+101,4.395459134983081e+101,2.725069127796507e+100
3.0879817917813676e+36,3.0879817917813676e+36,3.0879817917813676e+36,3.0879817917813676e+36,3122593.0832262053
2.5025959788698488e+98,2.5025959788698488e+98,2.5025959788698488e+98,2.5025959788698488e+98,5.2704929825698353e+98
5.150198141666262e+97,5.150198141666262e+97,5.150198141666262e+97,5.150198141666262e+97,8.045190217650448e+36
2.318041604717691e+96,2.318041604717691e+96,2.318041604717691e+96,2.318041604717691e+96,314255.472109246
1.0762145703834425e+95,1.0762145703834425e+95,1.0762145703834425e+95,1.0762145703834425e+95,4.2750439681552626e+97
6.46369050056818e+98,6.46369050056818e+98,6.46369050056818e+98,6.46369050056818e+98,5.616675825087407e+99
3.352954157713169e+99,3.352954157713169e+99,3.352954157713169e+99,3.352954157713169e+99,2557859871.592379
5.522089590388771e+96,5.522089590388771e+96,5.522089590388771e+96,5.522089590388771e+96,1.3503772918948027e+34
2.95787017644662e+96,2.95787017644662e+96,2.95787017644662e+96,2.95787017644662e+96,1396997.3692989761
9.051734361163365e+98,9.051734361163365e+98,9.051734361163365e+98,9.051734361163365e+98,0.7572599788597735
1.213102526144103e+98,1.213102526144103e+98,1.213102526144103e+98,1.213102526144103e+98,4274731.700293378
1.1015590684440585e+98,1.1015590684440585e+98,1.1015590684440585e+98,1.1015590684440585e+98,9812034.5662991
8.540107791906587e+96,8.540107791906587e+96,8.540107791906587e+96,8.540107791906587e+96,2.5681933599008495e+30
2.6052755547260176e+94,2.6052755547260176e+94,2.6052755547260176e+94,2.6052755547260176e+94,10989038.943096966
1.1376077736164262e+96,1.1376077736164262e+96,1.1376077736164262e+96,1.1376077736164262e+96,0.7594403242668918
2.353612658754643e+98,2.353612658754643e+98,2.353612658754643e+98,2.353612658754643e+98,5.88874559064227e+36
2.222250306919238e+39,2.222250306919238e+39,2.2222503095233702e+39,2.222250306919238e+39,2.026471697709033e+36
1.1738432015191997e+98,1.1738432015191997e+98,1.1738432015191997e+98,1.1738432015191997e+98,1163997557.288172
1.8299492832305824e+97,1.8299492832305824e+97,1.8299492832305824e+97,1.8299492832305824e+97,14966047.705024267
1.7312845438358893e+99,1.7312845438358893e+99,1.7312845438358893e+99,1.7312845438358893e+99,10095.361271528216
2.4249970455131876e+100,2.4249970455131876e+100,2.4249970455131876e+100,2.4249970455131876e+100,3.521523119809013e+97
2.8984029731365126e+99,2.8984029731365126e+99,2.8984029731365126e+99,2.8984029731365126e+99,3.1327477164135616e+97
1.2670014925617544e+97,1.2670014925617544e+97,1.2670014925617544e+97,1.2670014925617544e+97,3.600756757634665e+98
8.897406839688155e+101,8.897406839688155e+101,8.897406839688155e+101,8.897406839688155e+101,121431379.95638734
2.2433223657702335e+98,2.2433223657702335e+98,2.2433223657702335e+98,2.2433223657702335e+98,1.1367464691757193e+96
3.045354687362874e+38,3.045354687362874e+38,3.045354687362874e+38,3.045354687362874e+38,4586694353.777432
3.58635122212791e+93,3.58635122212791e+93,3.58635122212791e+93,3.58635122212791e+93,0.816905696989363
8.97928286128887e+96,8.97928286128887e+96,8.97928286128887e+96,8.97928286128887e+96,0.7978124132993775
1.0147747157332634e+35,1.0147747157332634e+35,1.0147747157332632e+35,1.0147747157332634e+35,1.2655133474422975e+36
4.1490149623384116e+96,4.1490149623384116e+96,4.1490149623384116e+96,4.1490149623384116e+96,6.843213515869615e+36
6.202010422052241e+96,6.202010422052241e+96,6.202010422052241e+96,6.202010422052241e+96,2.3711247081590747e+34
5.194907085913336e+40,5.194907085913336e+40,5.194907096379043e+40,5.194907085913336e+40,1.6034633437113107e+35
6.873005823106202e+95,6.873005823106202e+95,6.873005823106202e+95,6.873005823106202e+95,91718.57374157096
8.352777760356384e+95,8.352777760356384e+95,8.352777760356384e+95,8.352777760356384e+95,5.510515919101407e+37
4.031421503677484e+100,4.031421503677484e+100,4.031421503677484e+100,4.031421503677484e+100,1.212664398267821e+28
6.229602559319136e+95,6.229602559319136e+95,6.229602559319136e+95,6.229602559319136e+95,7.791811822800361e+36
1.1056930221033123e+98,1.1056930221033123e+98,1.1056930221033123e+98,1.1056930221033123e+98,6137982.05849854
3.7896336816898557e+99,3.7896336816898557e+99,3.7896336816898557e+99,3.7896336816898557e+99,0.8642557438113515
3.147752199702642e+98,3.147752199702642e+98,3.147752199702642e+98,3.147752199702642e+98,0.7130620742165764
2.0020716744280328e+95,2.0020716744280328e+95,2.0020716744280328e+95,2.0020716744280328e+95,1.2704523272126977e+35
2.0688628076625482e+99,2.0688628076625482e+99,2.0688628076625482e+99,2.0688628076625482e+99,1383174.5078792165
2.971219621464261e+99,2.971219621464261e+99,2.971219621464261e+99,2.971219621464261e+99,0.7435871821521134
1.4157374655037242e+99,1.4157374655037242e+99,1.4157374655037242e+99,1.4157374655037242e+99,6.101898341225642e+30
6.230942608354089e+98,6.230942608354089e+98,6.230942608354089e+98,6.230942608354089e+98,3.86263985017911e+36
5.0681704228491257e+98,5.0681704228491257e+98,5.0681704228491257e+98,5.0681704228491257e+98,1251247.4217370008
2.0838753428012315e+63,2.0838753428012315e+63,2.0838753428012315e+63,2.0838753428012315e+63,5.698308417159722e+29
1.3353678782626028e+99,1.3353678782626028e+99,1.3353678782626028e+99,1.3353678782626028e+99,7.740778151790075e+100
1.2926183795085015e+97,1.2926183795085015e+97,1.2926183795085015e+97,1.2926183795085015e+97,2.609412999443198e+38
1.5650934842660823e+97,1.5650934842660823e+97,1.5650934842660823e+97,1.5650934842660823e+97,57802237.61666965
6.144583869681439e+64,6.144583869681439e+64,6.144583869681439e+64,6.144583869681439e+64,2.80482206481722e+35
1.9109459818957545e+97,1.9109459818957545e+97,1.9109459818957545e+97,1.9109459818957545e+97,1.6387142932394312e+34
4.003490469637491e+94,4.003490469637491e+94,4.003490469637491e+94,4.003490469637491e+94,0.8209938498525193
3.602032616318469e+35,3.602032616318469e+35,3.60085216180361e+35,3.602032616318469e+35,5.924608674534709e+35
3.606974051286786e+95,3.606974051286786e+95,3.606974051286786e+95,3.606974051286786e+95,8.730741861944258e+30
5.5392727618379285e+96,5.5392727618379285e+96,5.5392727618379285e+96,5.5392727618379285e+96,54220245.0362658
3.4025233551297624e+97,3.4025233551297624e+97,3.4025233551297624e+97,3.4025233551297624e+97,7.662938265845598e+37
2.144325383933879e+98,2.144325383933879e+98,2.144325383933879e+98,2.144325383933879e+98,3.270226562379755e+37
1.7326850034423292e+96,1.7326850034423292e+96,1.7326850034423292e+96,1.7326850034423292e+96,37170055.207644805
2.7143642121093154e+96,2.7143642121093154e+96,2.7143642121093154e+96,2.7143642121093154e+96,499296.59854108165
5.823050171984761e+99,5.823050171984761e+99,5.823050171984761e+99,5.823050171984761e+99,4.5274233167021244e+95
1.406913489214783e+95,1.406913489214783e+95,1.406913489214783e+95,1.406913489214783e+95,1.4145104139438073e+65
6.203167712754256e+64,6.203167712754256e+64,6.203167712754256e+64,6.203167712754256e+64,2064638742.57384
7.809491592026831e+67,7.809491592026831e+67,7.809491592026831e+67,7.809491592026831e+67,200244.86298303498
1.1448407507647663e+96,1.1448407507647663e+96,1.1448407507647663e+96,1.1448407507647663e+96,0.8196405427417579
3.9272759596422256e+93,3.9272759596422256e+93,3.9272759596422256e+93,3.9272759596422256e+93,0.9092820640376115
1.6348028368494183e+97,1.6348028368494183e+97,1.6348028368494183e+97,1.6348028368494183e+97,17752.532458553236
5.5317377995821284e+91,5.5317377995821284e+91,5.5317377995821284e+91,5.5317377995821284e+91,2.1732502714504175e+31
4.588333396369693e+68,4.588333396369693e+68,4.588333396369693e+68,4.588333396369693e+68,0.8003922818463557
9.84391168423506e+97,9.84391168423506e+97,9.84391168423506e+97,9.84391168423506e+97,3222.4931817181264
3.100683499078654e+102,3.100683499078654e+102,3.100683499078654e+102,3.100683499078654e+102,86789199.8050517
3.578490580631071e+97,3.578490580631071e+97,3.578490580631071e+97,3.578490580631071e+97,1.4490950675570682e+38
4.261194119523044e+100,4.261194119523044e+100,4.261194119523044e+100,4.261194119523044e+100,1517352061.6238549
1.9198653253455855e+62,1.9198653253455855e+62,1.9198653253455855e+62,1.9198653253455855e+62,7.31870588808287e+32
2.999909993142635e+96,2.999909993142635e+96,2.999909993142635e+96,2.999909993142635e+96,4.47193035808545e+37
2.5809980838746446e+97,2.5809980838746446e+97,2.5809980838746446e+97,2.5809980838746446e+97,1.3586388121727127e+37
7.259267076892607e+35,7.259267076892607e+35,7.259266973357656e+35,7.259267076892607e+35,2.2565391368836868e+30
3.3812903867278115e+99,3.3812903867278115e+99,3.3812903867278115e+99,3.3812903867278115e+99,38986749.12007391
1.0876683852933943e+95,1.0876683852933943e+95,1.0876683852933943e+95,1.0876683852933943e+95,4847745.920185737
6.310790569623845e+96,6.310790569623845e+96,6.310790569623845e+96,6.310790569623845e+96,31730923.047608893
8.748281713527322e+97,8.748281713527322e+97,8.748281713527322e+97,8.748281713527322e+97,6.062194252391257e+36
8.3175216041563735e+99,8.3175216041563735e+99,8.3175216041563735e+99,8.3175216041563735e+99,308397.2342505089
7.21309624976669e+35,7.21309624976669e+35,7.213272273304866e+35,7.21309624976669e+35,3.742804722952152e+37
9.923266980243185e+95,9.923266980243185e+95,9.923266980243185e+95,9.923266980243185e+95,4.5642136827231376e+32
3.429662340444943e+98,3.429662340444943e+98,3.429662340444943e+98,3.429662340444943e+98,2.4282795624238675e+36
7.493655409065742e+35,7.493655409065742e+35,7.329486040815763e+35,7.493655409065742e+35,1.639270812622128e+40
7.949498867561918e+96,7.949498867561918e+96,7.949498867561918e+96,7.949498867561918e+96,6.717542446073488e+34
1.0746737171922162e+99,1.0746737171922162e+99,1.0746737171922162e+99,1.0746737171922162e+99,0.7777566109408777
