Error_cv_wls,Error_cv_wls_c,Error_cv_wls_c_r,Error_cv_wls_c_s,Error_te_wls
1.4914886168988808e+99,1.4914886168988808e+99,1.4914886168988808e+99,1.4914886168988808e+99,3.1749981350451357e+100
2.5201063751336134e+36,2.5201063751336134e+36,2.5201063751336134e+36,2.5201063751336134e+36,5569570.231867912
1.0138425707116155e+64,1.0138425707116155e+64,1.0138425707116155e+64,1.0138425707116155e+64,3.105732825719452e+36
3.538001146441374e+98,3.538001146441374e+98,3.538001146441374e+98,3.538001146441374e+98,2.172592486109174e+96
3.647058620054734e+97,3.647058620054734e+97,3.647058620054734e+97,3.647058620054734e+97,1.5037797141695633e+99
1.6195715136543664e+93,1.6195715136543664e+93,1.6195715136543664e+93,1.6195715136543664e+93,88894.22664493036
1.3263970766153164e+33,1.3263970766153164e+33,1.3263970766153164e+33,1.3263970766153164e+33,28573.339463287466
3.9749009520875064e+98,3.9749009520875064e+98,3.9749009520875064e+98,3.9749009520875064e+98,438488301.5272869
5.01456146719209e+67,5.01456146719209e+67,5.01456146719209e+67,5.01456146719209e+67,3.5550672916492505e+98
6.542730599083666e+96,6.542730599083666e+96,6.542730599083666e+96,6.542730599083666e+96,2.7358740927306157e+37
3.1226764379001094e+34,3.1226764379001094e+34,3.1226764379001094e+34,3.1226764379001094e+34,0.8455855725232345
6.061109208144983e+96,6.061109208144983e+96,6.061109208144983e+96,6.061109208144983e+96,3.526535671651462e+32
7.420699494599382e+97,7.420699494599382e+97,7.420699494599382e+97,7.420699494599382e+97,113421353.2722777
2.3769903428106926e+97,2.3769903428106926e+97,2.3769903428106926e+97,2.3769903428106926e+97,1.135574563775961e+34
3.731577181689982e+33,3.731577181689982e+33,3.731577181689982e+33,3.731577181689982e+33,2.255566816989043e+31
2.159976144068276e+35,2.159976144068276e+35,2.159976144068276e+35,2.159976144068276e+35,6089817.3414471
9.022962012121186e+95,9.022962012121186e+95,9.022962012121186e+95,9.022962012121186e+95,0.9454368209990882
1.0112124115313423e+95,1.0112124115313423e+95,1.0112124115313423e+95,1.0112124115313423e+95,0.9526650174706123
1.1054782241128857e+34,1.1054782241128857e+34,1.1054782241128857e+34,1.1054782241128857e+34,556664801.8584892
2.483111600212034e+95,2.483111600212034e+95,2.483111600212034e+95,2.483111600212034e+95,8503216813.372262
6.065370764295291e+97,6.065370764295291e+97,6.065370764295291e+97,6.065370764295291e+97,2.808065043096158e+102
4.068748280050093e+99,4.068748280050093e+99,4.068748280050093e+99,4.068748280050093e+99,7.338759852450229e+36
6.326645556400637e+93,6.326645556400637e+93,6.326645556400637e+93,6.326645556400637e+93,1.7038852558809884e+34
3.8898583024008455e+97,3.8898583024008455e+97,3.8898583024008455e+97,3.8898583024008455e+97,98264.10476870963
2.1415497764395152e+97,2.1415497764395152e+97,2.1415497764395152e+97,2.1415497764395152e+97,1.2458766173661124e+99
5.114919921313587e+99,5.114919921313587e+99,5.114919921313587e+99,5.114919921313587e+99,1.3438346696940386
7.052653681810622e+100,7.052653681810622e+100,7.052653681810622e+100,7.052653681810622e+100,1.4304221696288194e+101
1.5975015570164825e+97,1.5975015570164825e+97,1.5975015570164825e+97,1.5975015570164825e+97,1.0958975396690866e+91
2.7645052850941004e+97,2.7645052850941004e+97,2.7645052850941004e+97,2.7645052850941004e+97,1.4042739127180655e+35
2.0157200391592306e+95,2.0157200391592306e+95,2.0157200391592306e+95,2.0157200391592306e+95,1.2799382640954036
1.8733824465511178e+96,1.8733824465511178e+96,1.8733824465511178e+96,1.8733824465511178e+96,13654623.087984294
1.6933505155884677e+97,1.6933505155884677e+97,1.6933505155884677e+97,1.6933505155884677e+97,0.9873159625773676
5.572466232752144e+97,5.572466232752144e+97,5.572466232752144e+97,5.572466232752144e+97,0.8346413801404716
1.0240371756781636e+63,1.0240371756781636e+63,1.0240371756781636e+63,1.0240371756781636e+63,8.826081438021428e+37
2.620589053630527e+96,2.620589053630527e+96,2.620589053630527e+96,2.620589053630527e+96,4.1149780170338464e+33
1.6195345869558196e+44,1.6195345869558196e+44,1.6195345869558196e+44,1.6195345869558196e+44,6.551269785725259e+35
2.167188475360686e+63,2.167188475360686e+63,2.167188475360686e+63,2.167188475360686e+63,0.7727080631989809
8.558731569863722e+96,8.558731569863722e+96,8.558731569863722e+96,8.558731569863722e+96,0.9581699898433873
5.856680461797687e+94,5.856680461797687e+94,5.856680461797687e+94,5.856680461797687e+94,2.938371813861724e+98
3.0815519118495548e+100,3.0815519118495548e+100,3.0815519118495548e+100,3.0815519118495548e+100,592241070.9881855
4.0080113374391754e+95,4.0080113374391754e+95,4.0080113374391754e+95,4.0080113374391754e+95,13252.000495040851
1.0552190754996636e+33,1.0552190754996636e+33,1.0552190655640119e+33,1.0552190754996636e+33,2.7279212428648766e+31
3.49763691167314e+95,3.49763691167314e+95,3.49763691167314e+95,3.49763691167314e+95,14604.477470221553
1.8111505271014347e+34,1.8111505271014347e+34,1.8111500992777672e+34,1.8111505271014347e+34,9.236691008673704e+33
8.50387840949141e+96,8.50387840949141e+96,8.50387840949141e+96,8.50387840949141e+96,4.797212275789634e+34
2.7059085685291814e+96,2.7059085685291814e+96,2.7059085685291814e+96,2.7059085685291814e+96,336158105.4945756
1.140283439159037e+69,1.140283439159037e+69,1.140283439159037e+69,1.140283439159037e+69,3.8468693952641795e+36
7.886750330644925e+35,7.886750330644925e+35,7.886757411318506e+35,7.886750330644925e+35,5.849862147760082e+34
2.7930369815733762e+100,2.7930369815733762e+100,2.7930369815733762e+100,2.7930369815733762e+100,0.7416847274889976
5.321766356545213e+99,5.321766356545213e+99,5.321766356545213e+99,5.321766356545213e+99,1.318624466718528e+34
1.0870553668278284e+96,1.0870553668278284e+96,1.0870553668278284e+96,1.0870553668278284e+96,4178968.669689276
1.4072306022677106e+99,1.4072306022677106e+99,1.4072306022677106e+99,1.4072306022677106e+99,3.714951951385721e+97
1.168491366588836e+100,1.168491366588836e+100,1.168491366588836e+100,1.168491366588836e+100,4.380328945542957e+101
6.545587492901039e+35,6.545587492901039e+35,6.545587492901039e+35,6.545587492901039e+35,0.7793255228155017
7.263616931917182e+100,7.263616931917182e+100,7.263616931917182e+100,7.263616931917182e+100,2229983.2005503085
7.443438822352666e+96,7.443438822352666e+96,7.443438822352666e+96,7.443438822352666e+96,3.2910398567191454e+96
9.462648726379325e+99,9.462648726379325e+99,9.462648726379325e+99,9.462648726379325e+99,1.4239636147313484
3.80876845585664e+94,3.80876845585664e+94,3.80876845585664e+94,3.80876845585664e+94,2.1954499842916472e+31
2.3957785076220055e+93,2.3957785076220055e+93,2.3957785076220055e+93,2.3957785076220055e+93,0.6995543949148051
5.2440754281714844e+100,5.2440754281714844e+100,5.2440754281714844e+100,5.2440754281714844e+100,3.485648675519901e+36
1.750531069528508e+94,1.750531069528508e+94,1.750531069528508e+94,1.750531069528508e+94,4.585670065338757e+100
5.349761774856693e+98,5.349761774856693e+98,5.349761774856693e+98,5.349761774856693e+98,7.711152234622723e+35
1.4387494642532866e+39,1.4387494642532866e+39,1.4387494642532866e+39,1.4387494642532866e+39,174412048.39927152
4.228428213910979e+98,4.228428213910979e+98,4.228428213910979e+98,4.228428213910979e+98,95920.59987475075
5.709401761908323e+64,5.709401761908323e+64,5.709401761908323e+64,5.709401761908323e+64,20242464.658204325
2.3315083482150172e+98,2.3315083482150172e+98,2.3315083482150172e+98,2.3315083482150172e+98,9.03787446877977e+102
1.6086925948981388e+97,1.6086925948981388e+97,1.6086925948981388e+97,1.6086925948981388e+97,4.001391339170441e+34
1.422473295653018e+37,1.422473295653018e+37,1.422473295653018e+37,1.422473295653018e+37,245.39876784349477
2.129470897077592e+64,2.129470897077592e+64,2.129470897077592e+64,2.129470897077592e+64,2.0189821332603935e+35
1.5156271954974412e+99,1.5156271954974412e+99,1.5156271954974412e+99,1.5156271954974412e+99,0.7298148685037141
1.5721376964393944e+95,1.5721376964393944e+95,1.5721376964393944e+95,1.5721376964393944e+95,4.020282124806814e+27
5.908818011655264e+98,5.908818011655264e+98,5.908818011655264e+98,5.908818011655264e+98,1.6974718431235535e+99
1.1165615207919494e+36,1.1165615207919494e+36,1.1165615207919494e+36,1.1165615207919494e+36,10865068.89368661
2.1795040685739847e+67,2.1795040685739847e+67,2.1795040685739847e+67,2.1795040685739847e+67,1.108364825122078
1.094048050876489e+97,1.094048050876489e+97,1.094048050876489e+97,1.094048050876489e+97,181923502.49529177
4.40346834387469e+98,4.40346834387469e+98,4.40346834387469e+98,4.40346834387469e+98,997170270.8777307
8.672493142178507e+89,8.672493142178507e+89,8.672493142178507e+89,8.672493142178507e+89,8.748842208318617e+99
6.757488567926551e+95,6.757488567926551e+95,6.757488567926551e+95,6.757488567926551e+95,9.436965714234797e+98
4.3240374069828285e+101,4.3240374069828285e+101,4.3240374069828285e+101,4.3240374069828285e+101,7.51171788938515e+34
1.2806154502910763e+94,1.2806154502910763e+94,1.2806154502910763e+94,1.2806154502910763e+94,3.779833537288666e+35
2.9680600642821864e+98,2.9680600642821864e+98,2.9680600642821864e+98,2.9680600642821864e+98,125.43560101913828
2.6137197451888385e+96,2.6137197451888385e+96,2.6137197451888385e+96,2.6137197451888385e+96,1.3493280278955233
3.909041209477196e+99,3.909041209477196e+99,3.909041209477196e+99,3.909041209477196e+99,97705713.46384394
3.0562638330874964e+97,3.0562638330874964e+97,3.0562638330874964e+97,3.0562638330874964e+97,0.7886221128546544
2.8487459599471784e+94,2.8487459599471784e+94,2.8487459599471784e+94,2.8487459599471784e+94,7.225573614325789e+36
1.410742889656272e+95,1.410742889656272e+95,1.410742889656272e+95,1.410742889656272e+95,6056106.1675062645
1.8346733228149295e+97,1.8346733228149295e+97,1.8346733228149295e+97,1.8346733228149295e+97,8.12500535359426e+95
1.410105875501815e+99,1.410105875501815e+99,1.410105875501815e+99,1.410105875501815e+99,252602.73317006318
3.1771822862514895e+92,3.1771822862514895e+92,3.1771822862514895e+92,3.1771822862514895e+92,0.7681696534815312
2.5737990063677602e+98,2.5737990063677602e+98,2.5737990063677602e+98,2.5737990063677602e+98,2.511486186846401e+35
8.021790393871274e+97,8.021790393871274e+97,8.021790393871274e+97,8.021790393871274e+97,5.767315599920121e+34
4.012656765819837e+100,4.012656765819837e+100,4.012656765819837e+100,4.012656765819837e+100,1758287327.1004772
9.106158000999155e+95,9.106158000999155e+95,9.106158000999155e+95,9.106158000999155e+95,6.138247602128626e+93
2.2482862790913575e+96,2.2482862790913575e+96,2.2482862790913575e+96,2.2482862790913575e+96,1.2052590172161024
2.384020429297744e+99,2.384020429297744e+99,2.384020429297744e+99,2.384020429297744e+99,8.0636016540397e+97
1.1548164433790543e+33,1.1548164433790543e+33,1.1548164433790537e+33,1.1548164433790543e+33,164629388.11214805
1.7488908269120693e+98,1.7488908269120693e+98,1.7488908269120693e+98,1.7488908269120693e+98,2.1883553186643323e+97
1.8643961002034265e+68,1.8643961002034265e+68,1.8643961002034265e+68,1.8643961002034265e+68,6.987129137544042e+35
4.166517444608663e+100,4.166517444608663e+100,4.166517444608663e+100,4.166517444608663e+100,1.023667567537658
6.783144105455944e+97,6.783144105455944e+97,6.783144105455944e+97,6.783144105455944e+97,0.8481653099174826
1.3610957920074284e+60,1.3610957920074284e+60,1.3610957920074284e+60,1.3610957920074284e+60,4.2446563048496705e+35
2.02024571420489e+101,2.02024571420489e+101,2.02024571420489e+101,2.02024571420489e+101,1.263589430216332
5.539998204701585e+66,5.539998204701585e+66,5.539998204701585e+66,5.539998204701585e+66,54943909.198877
1.9529763913020586e+99,1.9529763913020586e+99,1.9529763913020586e+99,1.9529763913020586e+99,8784821.934353562
3.331532728116631e+33,3.331532728116631e+33,3.331532632728837e+33,3.331532728116631e+33,1.0448376636533732e+35
6.502615293679104e+97,6.502615293679104e+97,6.502615293679104e+97,6.502615293679104e+97,5.70804748443341e+36
1.7807636958901957e+100,1.7807636958901957e+100,1.7807636958901957e+100,1.7807636958901957e+100,8145.188049666597
5.261962698167523e+91,5.261962698167523e+91,5.261962698167523e+91,5.261962698167523e+91,4.357537702762239e+31
7.375696016877851e+58,7.375696016877851e+58,7.375696016877851e+58,7.375696016877851e+58,9.976019111061444e+31
1.4660898381285716e+98,1.4660898381285716e+98,1.4660898381285716e+98,1.4660898381285716e+98,4.276725815663397e+99
1.4111853175926277e+95,1.4111853175926277e+95,1.4111853175926277e+95,1.4111853175926277e+95,3.8649500079234525e+96
4.801624534647704e+32,4.801624534647704e+32,4.801624534647704e+32,4.801624534647704e+32,1.0404891537505498
7.492979325094112e+94,7.492979325094112e+94,7.492979325094112e+94,7.492979325094112e+94,5.264024680781484e+34
1.3031927514719442e+94,1.3031927514719442e+94,1.3031927514719442e+94,1.3031927514719442e+94,8.793851767375788e+34
5.377808928512221e+94,5.377808928512221e+94,5.377808928512221e+94,5.377808928512221e+94,1.3857563977820782
2.445479286506878e+34,2.445479286506878e+34,2.445479286506878e+34,2.445479286506878e+34,7.162106263088988e+33
2.150223766514632e+98,2.150223766514632e+98,2.150223766514632e+98,2.150223766514632e+98,184006255.16080502
1.9994468792526614e+96,1.9994468792526614e+96,1.9994468792526614e+96,1.9994468792526614e+96,7209.242264315343
6.772497465595522e+98,6.772497465595522e+98,6.772497465595522e+98,6.772497465595522e+98,3.643603164155052e+94
4.7146651167581266e+66,4.7146651167581266e+66,4.7146651167581266e+66,4.7146651167581266e+66,1.3940666822499373e+37
4.021396276942093e+64,4.021396276942093e+64,4.021396276942093e+64,4.021396276942093e+64,0.7635602208339637
3.6555407096445687e+98,3.6555407096445687e+98,3.6555407096445687e+98,3.6555407096445687e+98,1.564500593389012e+36
1.4375835300778908e+95,1.4375835300778908e+95,1.4375835300778908e+95,1.4375835300778908e+95,6.054755553775255e+34
1.002541042556091e+36,1.002541042556091e+36,1.002541042556091e+36,1.002541042556091e+36,2708318.379265647
1.6150748458827455e+95,1.6150748458827455e+95,1.6150748458827455e+95,1.6150748458827455e+95,40041541279.859505
7.175439222417195e+36,7.175439222417195e+36,7.175440216509158e+36,7.175439222417195e+36,2.986618307694011e+35
2.098016324671776e+97,2.098016324671776e+97,2.098016324671776e+97,2.098016324671776e+97,8489139.86529092
4.415217056716683e+95,4.415217056716683e+95,4.415217056716683e+95,4.415217056716683e+95,0.7778632163671898
1.2900612393797607e+96,1.2900612393797607e+96,1.2900612393797607e+96,1.2900612393797607e+96,2.206347871870569e+37
6.202894704143286e+101,6.202894704143286e+101,6.202894704143286e+101,6.202894704143286e+101,1.6837755509707912
6.609119615219846e+98,6.609119615219846e+98,6.609119615219846e+98,6.609119615219846e+98,1618.047351500343
6.066191677461234e+98,6.066191677461234e+98,6.066191677461234e+98,6.066191677461234e+98,3.672794716339864e+97
2.0309160592475894e+99,2.0309160592475894e+99,2.0309160592475894e+99,2.0309160592475894e+99,0.7497561063994457
2.3706258965214465e+100,2.3706258965214465e+100,2.3706258965214465e+100,2.3706258965214465e+100,0.7416894924109175
5.445736388975427e+95,5.445736388975427e+95,5.445736388975427e+95,5.445736388975427e+95,4.803040718256746e+33
2.0644948267167358e+34,2.0644948267167358e+34,2.0644948267167358e+34,2.0644948267167358e+34,0.828114468162458
5.064180352159036e+100,5.064180352159036e+100,5.064180352159036e+100,5.064180352159036e+100,1.1913931840987373e+29
1.2962423937235802e+101,1.2962423937235802e+101,1.2962423937235802e+101,1.2962423937235802e+101,0.7991356700840905
2.364681482902871e+96,2.364681482902871e+96,2.364681482902871e+96,2.364681482902871e+96,0.9100327493997689
9.878586570850619e+96,9.878586570850619e+96,9.878586570850619e+96,9.878586570850619e+96,1.0844570674058279e+71
1.7264544390147583e+98,1.7264544390147583e+98,1.7264544390147583e+98,1.7264544390147583e+98,1.4615989450968245
3.5279464263865624e+99,3.5279464263865624e+99,3.5279464263865624e+99,3.5279464263865624e+99,0.9780907625931434
2.0627453018273487e+98,2.0627453018273487e+98,2.0627453018273487e+98,2.0627453018273487e+98,2.1824172247490165e+36
8.434072958709783e+96,8.434072958709783e+96,8.434072958709783e+96,8.434072958709783e+96,0.8645315635549244
1.7475535165132968e+93,1.7475535165132968e+93,1.7475535165132968e+93,1.7475535165132968e+93,4481.025781250272
2.1334898038635688e+33,2.1334898038635688e+33,2.1334898038635688e+33,2.1334898038635688e+33,1634319.0769175268
1.3794254653532338e+100,1.3794254653532338e+100,1.3794254653532338e+100,1.3794254653532338e+100,1110876174.0731626
3.690636210714413e+96,3.690636210714413e+96,3.690636210714413e+96,3.690636210714413e+96,2.6360565459032002e+36
6.312423687379249e+96,6.312423687379249e+96,6.312423687379249e+96,6.312423687379249e+96,2.0827608110735135e+32
7.780363785877697e+100,7.780363785877697e+100,7.780363785877697e+100,7.780363785877697e+100,6.009500649801176e+34
3.244611220104146e+99,3.244611220104146e+99,3.244611220104146e+99,3.244611220104146e+99,16322659.948084211
6.175558366100682e+96,6.175558366100682e+96,6.175558366100682e+96,6.175558366100682e+96,3.787534379658324e+34
5.115854147424553e+95,5.115854147424553e+95,5.115854147424553e+95,5.115854147424553e+95,2.319115228579684e+34
5.573245299621577e+34,5.573245299621577e+34,5.573245299621577e+34,5.573245299621577e+34,10364824.340900773
1.6742635017961396e+99,1.6742635017961396e+99,1.6742635017961396e+99,1.6742635017961396e+99,5.606482338725795e+33
3.0382868320470674e+98,3.0382868320470674e+98,3.0382868320470674e+98,3.0382868320470674e+98,2.1738712341277895e+34
1.8495769250217368e+40,1.8495769250217368e+40,1.8495769250217368e+40,1.8495769250217368e+40,0.91758130200572
1.0072883917409267e+65,1.0072883917409267e+65,1.0072883917409267e+65,1.0072883917409267e+65,2.7892191730281888e+35
