Error_cv_lmm,Error_cv_lmm_c,Error_cv_lmm_c_r,Error_cv_lmm_c_s,Error_te_lmm
0.6435950325946838,0.6820362526018524,1.0395415526599519,0.6340304375474037,0.7166535584268873
0.6288730444496143,0.6460558642588184,0.9101466273045086,0.6189847482781122,0.5933580245558633
0.6557622515196309,0.6785148665072736,0.9472728120105636,0.6405518079988071,0.608066654579877
0.6801538738131792,0.6955169808486958,0.9381317959396753,0.671845097429141,0.5888076852188352
0.6371841360906343,0.6506433227378263,0.86201906094509,0.6296955883176836,0.5567180172670246
0.6450941049424487,0.667106848782335,0.8477039412544983,0.6428428613836602,0.6173178686683107
0.6837344162934706,0.7051158520277958,0.9431183035477628,0.6726861509551545,0.641797048608355
0.7036271338434533,0.7298466985495359,1.0476701453294361,0.6884330547928218,0.6404413636838624
0.6132782092707678,0.6208428830916171,0.8184782643374545,0.5992537631571786,0.6162288020842838
0.6256414676364879,0.6479368015669509,0.9411678087815503,0.6056680917777582,0.6073199253144743
0.6749822268323765,0.7142030446057587,1.0957498578914446,0.6572928708160274,0.629927677591801
0.6131467193367897,0.6327173663629042,0.8712346002636804,0.6084600914581608,0.6486877603959612
0.647025258872701,0.6719534229289497,0.9346999199620323,0.633585109066195,0.6758720832698787
0.654266818173529,0.6760891404239694,0.9152787785328084,0.636406800679472,0.6509846402498006
0.6904160398473338,0.7130691344724323,1.1279918370233477,0.6619657214749961,0.6453740563655914
0.6830491745000768,0.7012522198519007,1.0321732468830311,0.667643217473284,0.599305591070735
0.6197448784548854,0.6222739438209257,0.8804620285272373,0.6179442413850051,0.6386011873850529
0.6519382561656686,0.6711373649514512,1.0187328954056083,0.6418047658711914,0.6672563441341608
0.6281671786448153,0.6446221721900596,0.920349470560228,0.625090861597094,0.6197061794475142
0.6237761958663047,0.6444065313582493,0.978436262034876,0.615365906011421,0.6491347523978712
0.6528155947638538,0.6793623018253759,0.9664571330829707,0.6436128859210838,0.6218396797100267
0.6271920481338753,0.6425372840699812,0.8588103167910146,0.6291021479516721,0.651329176539379
0.6627551221118523,0.6842385999967558,1.0233730547786157,0.6309777307701733,0.6081787771468814
0.6303748487113796,0.6416057936115804,0.856404284634501,0.6168358827059848,0.6127719433482398
0.6512013121676374,0.6723580870069816,0.9617695009492715,0.6378137252807115,0.5929837318254042
0.6438028235860676,0.6493017171044031,0.8277896887585557,0.6382375841802101,0.6378076688032098
0.7121814609036824,0.731814995962153,1.0878572786110894,0.7041723433975545,0.6160906172254996
0.666199105771308,0.6927870864220017,1.041178531615167,0.6627623592839124,0.5942233260229665
0.6406151132258422,0.6455449303223886,0.8078805416698123,0.6370112660535053,0.6862625381945439
0.6341911961865064,0.6455729266773197,0.9277966261777993,0.6231079701486545,0.6464108178802617
0.6805667518659926,0.7089968860013205,0.9424903171291319,0.6769278981542632,0.6537388920822387
0.673506311864911,0.6916325253717386,0.9705081051476518,0.6605153221927793,0.5360780399053345
0.6644756840410693,0.6854474056242936,0.9427877024766522,0.6556666968220233,0.5938073218902041
0.6811137832767311,0.7163124022036726,1.061627491535804,0.662382405382451,0.6805437539350748
